signal_date,cb_code,score_rank,is_carried
2020-08-21,113581.SH,22,True
2020-08-21,110060.SH,25,True
2020-08-28,128049.SZ,1,False
2020-08-28,120003.SZ,2,False
2020-08-28,123049.SZ,3,False
2020-08-28,113537.SH,4,True
2020-08-28,128050.SZ,5,True
2020-08-28,128073.SZ,6,False
2020-08-28,128097.SZ,9,True
2020-08-28,113033.SH,10,True
2020-08-28,128056.SZ,12,True
2020-08-28,132020.SH,14,True
2020-08-28,110058.SH,22,True
2020-08-28,113581.SH,27,True
2020-09-04,123004.SZ,1,False
2020-09-04,123023.SZ,2,False
2020-09-04,113537.SH,3,True
2020-09-04,128073.SZ,6,True
2020-09-04,120003.SZ,8,True
2020-09-04,128050.SZ,14,True
2020-09-04,128056.SZ,15,True
2020-09-04,113033.SH,20,True
2020-09-04,110058.SH,22,True
2020-09-04,123049.SZ,27,True
2020-09-04,128097.SZ,30,True
2020-09-04,128049.SZ,32,True
2020-09-11,132018.SH,1,False
2020-09-11,128056.SZ,2,True
2020-09-11,113525.SH,3,False
2020-09-11,120004.SZ,4,False
2020-09-11,128073.SZ,5,True
2020-09-11,120003.SZ,7,True
2020-09-11,110058.SH,8,True
2020-09-11,123004.SZ,11,True
2020-09-11,123023.SZ,14,True
2020-09-11,113537.SH,15,True
2020-09-11,128050.SZ,19,True
2020-09-11,128049.SZ,29,True
2020-09-18,128056.SZ,1,True
2020-09-18,120003.SZ,2,True
2020-09-18,113034.SH,3,False
2020-09-18,132018.SH,4,True
2020-09-18,113525.SH,5,True
2020-09-18,128085.SZ,6,False
2020-09-18,123004.SZ,7,True
2020-09-18,123028.SZ,8,False
2020-09-18,127019.SZ,9,False
2020-09-18,123023.SZ,12,True
2020-09-18,128049.SZ,16,True
2020-09-18,113537.SH,34,True
2020-09-25,123004.SZ,1,True
2020-09-25,128056.SZ,2,True
2020-09-25,127019.SZ,3,True
2020-09-25,113034.SH,4,True
2020-09-25,113576.SH,5,False
2020-09-25,113525.SH,6,True
2020-09-25,128071.SZ,7,False
2020-09-25,123048.SZ,8,False
2020-09-25,128085.SZ,10,True
2020-09-25,123028.SZ,16,True
2020-09-25,132018.SH,19,True
2020-09-25,123023.SZ,24,True
2020-09-30,128056.SZ,1,True
2020-09-30,113576.SH,2,True
2020-09-30,120004.SZ,3,False
2020-09-30,123004.SZ,4,True
2020-09-30,123028.SZ,5,True
2020-09-30,120003.SZ,6,False
2020-09-30,128085.SZ,7,True
2020-09-30,110071.SH,8,False
2020-09-30,123048.SZ,9,True
2020-09-30,113525.SH,11,True
2020-09-30,132018.SH,22,True
2020-09-30,113034.SH,37,True
2020-10-09,128056.SZ,1,True
2020-10-09,120003.SZ,2,True
2020-10-09,120004.SZ,3,True
2020-10-09,123028.SZ,4,True
2020-10-09,128085.SZ,5,True
2020-10-09,113576.SH,6,True
2020-10-09,110058.SH,7,False
2020-10-09,110071.SH,8,True
2020-10-09,123048.SZ,9,True
2020-10-09,123004.SZ,10,True
2020-10-09,128111.SZ,11,False
2020-10-09,113525.SH,14,True
2020-10-16,123028.SZ,1,True
2020-10-16,113025.SH,2,False
2020-10-16,128111.SZ,3,True
2020-10-16,123004.SZ,4,True
2020-10-16,123023.SZ,5,False
2020-10-16,113576.SH,6,True
2020-10-16,113568.SH,7,False
2020-10-16,128039.SZ,8,False
2020-10-16,128056.SZ,9,True
2020-10-16,123048.SZ,10,True
2020-10-16,110071.SH,29,True
2020-10-16,120003.SZ,31,True
2020-10-23,123023.SZ,1,True
2020-10-23,128127.SZ,2,False
2020-10-23,113568.SH,3,True
2020-10-23,113025.SH,4,True
2020-10-23,128128.SZ,5,False
2020-10-23,113524.SH,6,False
2020-10-23,113576.SH,9,True
2020-10-23,123048.SZ,11,True
2020-10-23,123028.SZ,13,True
2020-10-23,128111.SZ,15,True
2020-10-23,110071.SH,17,True
2020-10-23,128056.SZ,33,True
2020-10-30,128128.SZ,1,True
2020-10-30,128127.SZ,2,True
2020-10-30,113025.SH,3,True
2020-10-30,123023.SZ,4,True
2020-10-30,113593.SH,5,False
2020-10-30,113568.SH,6,True
2020-10-30,128065.SZ,7,False
2020-10-30,128019.SZ,8,False
2020-10-30,128057.SZ,9,False
2020-10-30,113524.SH,12,True
2020-10-30,123028.SZ,27,True
2020-10-30,128111.SZ,36,True
2020-11-06,128128.SZ,1,True
2020-11-06,120004.SZ,2,False
2020-11-06,128127.SZ,3,True
2020-11-06,120003.SZ,4,False
2020-11-06,113025.SH,6,True
2020-11-06,123023.SZ,8,True
2020-11-06,128057.SZ,13,True
2020-11-06,113593.SH,16,True
2020-11-06,128019.SZ,20,True
2020-11-06,128065.SZ,23,True
2020-11-06,113568.SH,25,True
2020-11-06,128111.SZ,27,True
2020-11-13,128128.SZ,1,True
2020-11-13,128025.SZ,2,False
2020-11-13,128018.SZ,3,False
2020-11-13,120004.SZ,4,True
2020-11-13,113601.SH,5,False
2020-11-13,132018.SH,6,False
2020-11-13,120003.SZ,7,True
2020-11-13,128127.SZ,11,True
2020-11-13,128065.SZ,14,True
2020-11-13,128019.SZ,18,True
2020-11-13,128111.SZ,20,True
2020-11-13,113025.SH,24,True
2020-11-20,128128.SZ,1,True
2020-11-20,120004.SZ,2,True
2020-11-20,120003.SZ,3,True
2020-11-20,128085.SZ,4,False
2020-11-20,132020.SH,5,False
2020-11-20,110070.SH,6,False
2020-11-20,128110.SZ,7,False
2020-11-20,128111.SZ,9,True
2020-11-20,128018.SZ,10,True
2020-11-20,132018.SH,21,True
2020-11-20,128065.SZ,29,True
2020-11-20,128019.SZ,37,True
2020-11-27,128128.SZ,1,True
2020-11-27,113016.SH,2,False
2020-11-27,128085.SZ,3,True
2020-11-27,113601.SH,4,False
2020-11-27,132014.SH,5,False
2020-11-27,128010.SZ,6,False
2020-11-27,128082.SZ,7,False
2020-11-27,128111.SZ,8,True
2020-11-27,110070.SH,11,True
2020-11-27,128110.SZ,12,True
2020-11-27,132018.SH,13,True
2020-11-27,128065.SZ,35,True
2020-12-04,128128.SZ,1,True
2020-12-04,113016.SH,2,True
2020-12-04,113601.SH,3,True
2020-12-04,113593.SH,4,False
2020-12-04,128085.SZ,5,True
2020-12-04,113565.SH,6,False
2020-12-04,128106.SZ,7,False
2020-12-04,128013.SZ,8,False
2020-12-04,132014.SH,11,True
2020-12-04,110070.SH,13,True
2020-12-04,128110.SZ,19,True
2020-12-04,128010.SZ,37,True
2020-12-11,110070.SH,1,True
2020-12-11,113601.SH,2,True
2020-12-11,113016.SH,3,True
2020-12-11,113593.SH,4,True
2020-12-11,128026.SZ,5,False
2020-12-11,127003.SZ,6,False
2020-12-11,128128.SZ,7,True
2020-12-11,113534.SH,8,False
2020-12-11,113565.SH,10,True
2020-12-11,128085.SZ,11,True
2020-12-11,128110.SZ,20,True
2020-12-11,128106.SZ,23,True
2020-12-18,113601.SH,1,True
2020-12-18,113033.SH,2,False
2020-12-18,113016.SH,3,True
2020-12-18,128026.SZ,4,True
2020-12-18,127003.SZ,5,True
2020-12-18,113565.SH,6,True
2020-12-18,123074.SZ,7,False
2020-12-18,128128.SZ,8,True
2020-12-18,128010.SZ,9,False
2020-12-18,113534.SH,20,True
2020-12-18,113593.SH,24,True
2020-12-18,110070.SH,26,True
2020-12-25,128100.SZ,1,False
2020-12-25,110070.SH,2,True
2020-12-25,113039.SH,3,False
2020-12-25,128117.SZ,4,False
2020-12-25,128093.SZ,5,False
2020-12-25,123023.SZ,6,False
2020-12-25,113033.SH,7,True
2020-12-25,123074.SZ,9,True
2020-12-25,127003.SZ,11,True
2020-12-25,128010.SZ,12,True
2020-12-25,128026.SZ,13,True
2020-12-25,113534.SH,15,True
2020-12-31,128026.SZ,1,True
2020-12-31,110070.SH,2,True
2020-12-31,113039.SH,3,True
2020-12-31,128093.SZ,4,True
2020-12-31,128100.SZ,5,True
2020-12-31,113033.SH,6,True
2020-12-31,113534.SH,7,True
2020-12-31,128117.SZ,8,True
2020-12-31,127003.SZ,9,True
2020-12-31,128010.SZ,10,True
2020-12-31,128128.SZ,11,False
2020-12-31,128127.SZ,12,False
2021-01-08,128100.SZ,1,True
2021-01-08,113033.SH,2,True
2021-01-08,113039.SH,3,True
2021-01-08,128026.SZ,4,True
2021-01-08,128117.SZ,5,True
2021-01-08,113534.SH,6,True
2021-01-08,110070.SH,7,True
2021-01-08,128010.SZ,9,True
2021-01-08,128128.SZ,11,True
2021-01-08,128127.SZ,12,True
2021-01-08,127003.SZ,30,True
2021-01-08,128093.SZ,34,True
2021-01-15,128100.SZ,1,True
2021-01-15,113505.SH,2,False
2021-01-15,113039.SH,3,True
2021-01-15,113033.SH,4,True
2021-01-15,128117.SZ,5,True
2021-01-15,110070.SH,6,True
2021-01-15,128130.SZ,7,False
2021-01-15,128127.SZ,8,True
2021-01-15,113541.SH,9,False
2021-01-15,123069.SZ,10,False
2021-01-15,128010.SZ,24,True
2021-01-15,128128.SZ,28,True
2021-01-22,113505.SH,1,True
2021-01-22,128128.SZ,2,True
2021-01-22,128100.SZ,3,True
2021-01-22,113591.SH,4,False
2021-01-22,123073.SZ,5,False
2021-01-22,123067.SZ,6,False
2021-01-22,128130.SZ,8,True
2021-01-22,113033.SH,9,True
2021-01-22,123069.SZ,11,True
2021-01-22,113541.SH,12,True
2021-01-22,128127.SZ,21,True
2021-01-22,128117.SZ,32,True
2021-01-29,113039.SH,1,False
2021-01-29,113505.SH,2,True
2021-01-29,113591.SH,3,True
2021-01-29,128081.SZ,4,False
2021-01-29,113557.SH,5,False
2021-01-29,128128.SZ,6,True
2021-01-29,123069.SZ,8,True
2021-01-29,128130.SZ,9,True
2021-01-29,113033.SH,10,True
2021-01-29,123067.SZ,11,True
2021-01-29,123073.SZ,12,True
2021-01-29,113541.SH,14,True
2021-02-05,128085.SZ,1,False
2021-02-05,128081.SZ,2,True
2021-02-05,123069.SZ,3,True
2021-02-05,113549.SH,4,False
2021-02-05,123067.SZ,6,True
2021-02-05,113557.SH,7,True
2021-02-05,113033.SH,13,True
2021-02-05,113505.SH,16,True
2021-02-05,123073.SZ,18,True
2021-02-05,113541.SH,22,True
2021-02-05,113039.SH,28,True
2021-02-05,128128.SZ,32,True
2021-02-10,128085.SZ,1,True
2021-02-10,113609.SH,2,False
2021-02-10,128093.SZ,3,False
2021-02-10,123069.SZ,5,True
2021-02-10,113549.SH,6,True
2021-02-10,113557.SH,7,True
2021-02-10,128081.SZ,10,True
2021-02-10,123073.SZ,19,True
2021-02-10,123067.SZ,20,True
2021-02-10,113039.SH,21,True
2021-02-10,113033.SH,25,True
2021-02-10,113541.SH,31,True
2021-02-19,128085.SZ,1,True
2021-02-19,113609.SH,2,True
2021-02-19,128093.SZ,3,True
2021-02-19,123069.SZ,4,True
2021-02-19,128140.SZ,5,False
2021-02-19,113595.SH,6,False
2021-02-19,113557.SH,7,True
2021-02-19,128022.SZ,8,False
2021-02-19,113039.SH,9,True
2021-02-19,128081.SZ,10,True
2021-02-19,120003.SZ,11,False
2021-02-19,113033.SH,29,True
2021-02-26,113609.SH,1,True
2021-02-26,128085.SZ,2,True
2021-02-26,113557.SH,3,True
2021-02-26,128139.SZ,4,False
2021-02-26,110074.SH,5,False
2021-02-26,113595.SH,6,True
2021-02-26,128093.SZ,7,True
2021-02-26,113039.SH,8,True
2021-02-26,128140.SZ,10,True
2021-02-26,128081.SZ,12,True
2021-02-26,123069.SZ,19,True
2021-02-26,120003.SZ,20,True
2021-03-05,128085.SZ,1,True
2021-03-05,113609.SH,2,True
2021-03-05,123089.SZ,3,False
2021-03-05,128139.SZ,4,True
2021-03-05,128140.SZ,5,True
2021-03-05,128127.SZ,6,False
2021-03-05,113600.SH,7,False
2021-03-05,123085.SZ,8,False
2021-03-05,110074.SH,9,True
2021-03-05,128081.SZ,16,True
2021-03-05,120003.SZ,25,True
2021-03-05,113595.SH,30,True
2021-03-12,113609.SH,1,True
2021-03-12,127027.SZ,2,False
2021-03-12,128127.SZ,3,True
2021-03-12,128085.SZ,4,True
2021-03-12,123089.SZ,5,True
2021-03-12,128139.SZ,6,True
2021-03-12,123085.SZ,8,True
2021-03-12,128140.SZ,9,True
2021-03-12,113600.SH,10,True
2021-03-12,110074.SH,11,True
2021-03-12,120003.SZ,31,True
2021-03-12,128081.SZ,37,True
2021-03-19,128085.SZ,1,True
2021-03-19,113609.SH,2,True
2021-03-19,128127.SZ,3,True
2021-03-19,113039.SH,4,False
2021-03-19,123089.SZ,5,True
2021-03-19,127027.SZ,7,True
2021-03-19,128139.SZ,9,True
2021-03-19,113600.SH,11,True
2021-03-19,128081.SZ,22,True
2021-03-19,123085.SZ,24,True
2021-03-19,110074.SH,25,True
2021-03-19,120003.SZ,29,True
2021-03-26,128127.SZ,1,True
2021-03-26,113609.SH,2,True
2021-03-26,113039.SH,3,True
2021-03-26,113610.SH,4,False
2021-03-26,113576.SH,5,False
2021-03-26,123089.SZ,6,True
2021-03-26,127027.SZ,7,True
2021-03-26,128139.SZ,8,True
2021-03-26,110068.SH,9,False
2021-03-26,123049.SZ,10,False
2021-03-26,110074.SH,34,True
2021-03-26,113600.SH,35,True
2021-04-02,113609.SH,1,True
2021-04-02,113610.SH,2,True
2021-04-02,113033.SH,3,False
2021-04-02,113039.SH,4,True
2021-04-02,128127.SZ,5,True
2021-04-02,127027.SZ,6,True
2021-04-02,113568.SH,7,False
2021-04-02,128100.SZ,8,False
2021-04-02,128085.SZ,9,False
2021-04-02,128132.SZ,10,False
2021-04-02,110064.SH,11,False
2021-04-02,110068.SH,33,True
2021-04-09,128085.SZ,1,True
2021-04-09,127018.SZ,2,False
2021-04-09,113609.SH,3,True
2021-04-09,127027.SZ,4,True
2021-04-09,113610.SH,5,True
2021-04-09,110072.SH,6,False
2021-04-09,128127.SZ,10,True
2021-04-09,113568.SH,11,True
2021-04-09,113033.SH,12,True
2021-04-09,128100.SZ,14,True
2021-04-09,113039.SH,20,True
2021-04-09,128132.SZ,30,True
2021-04-16,127018.SZ,1,True
2021-04-16,128127.SZ,2,True
2021-04-16,110072.SH,3,True
2021-04-16,127027.SZ,4,True
2021-04-16,128085.SZ,5,True
2021-04-16,113610.SH,6,True
2021-04-16,110071.SH,7,False
2021-04-16,113033.SH,9,True
2021-04-16,113568.SH,15,True
2021-04-16,113609.SH,16,True
2021-04-16,113039.SH,29,True
2021-04-16,128132.SZ,36,True
2021-04-23,127018.SZ,1,True
2021-04-23,127027.SZ,2,True
2021-04-23,127028.SZ,3,False
2021-04-23,113534.SH,4,False
2021-04-23,110072.SH,5,True
2021-04-23,128025.SZ,6,False
2021-04-23,128085.SZ,8,True
2021-04-23,113609.SH,11,True
2021-04-23,113610.SH,13,True
2021-04-23,113033.SH,16,True
2021-04-23,110071.SH,17,True
2021-04-23,113568.SH,22,True
2021-04-30,128085.SZ,1,True
2021-04-30,127018.SZ,2,True
2021-04-30,110072.SH,3,True
2021-04-30,127028.SZ,4,True
2021-04-30,128081.SZ,5,False
2021-04-30,110071.SH,6,True
2021-04-30,113534.SH,7,True
2021-04-30,113610.SH,12,True
2021-04-30,113609.SH,16,True
2021-04-30,113568.SH,20,True
2021-04-30,128025.SZ,22,True
2021-04-30,127027.SZ,32,True
2021-05-07,127018.SZ,1,True
2021-05-07,127027.SZ,2,True
2021-05-07,128127.SZ,3,False
2021-05-07,128081.SZ,4,True
2021-05-07,128085.SZ,5,True
2021-05-07,113534.SH,6,True
2021-05-07,113610.SH,8,True
2021-05-07,110071.SH,10,True
2021-05-07,113568.SH,12,True
2021-05-07,127028.SZ,21,True
2021-05-07,113609.SH,22,True
2021-05-07,128025.SZ,26,True
2021-05-14,128127.SZ,1,True
2021-05-14,127027.SZ,2,True
2021-05-14,128085.SZ,3,True
2021-05-14,127028.SZ,4,True
2021-05-14,127018.SZ,5,True
2021-05-14,128025.SZ,6,True
2021-05-14,123082.SZ,7,False
2021-05-14,123089.SZ,8,False
2021-05-14,113609.SH,10,True
2021-05-14,113534.SH,18,True
2021-05-14,113568.SH,21,True
2021-05-14,113610.SH,23,True
2021-05-21,128085.SZ,1,True
2021-05-21,123089.SZ,2,True
2021-05-21,127018.SZ,3,True
2021-05-21,113534.SH,4,True
2021-05-21,127027.SZ,5,True
2021-05-21,123102.SZ,6,False
2021-05-21,127028.SZ,7,True
2021-05-21,113610.SH,8,True
2021-05-21,123082.SZ,10,True
2021-05-21,113568.SH,12,True
2021-05-21,113609.SH,13,True
2021-05-21,128127.SZ,25,True
2021-05-28,128085.SZ,1,True
2021-05-28,123105.SZ,2,False
2021-05-28,123102.SZ,3,True
2021-05-28,128066.SZ,4,False
2021-05-28,123089.SZ,5,True
2021-05-28,123092.SZ,6,False
2021-05-28,113599.SH,7,False
2021-05-28,110074.SH,8,False
2021-05-28,127027.SZ,13,True
2021-05-28,113568.SH,18,True
2021-05-28,127018.SZ,19,True
2021-05-28,128127.SZ,31,True
2021-06-04,128105.SZ,1,False
2021-06-04,128085.SZ,2,True
2021-06-04,123087.SZ,3,False
2021-06-04,123085.SZ,4,False
2021-06-04,123102.SZ,5,True
2021-06-04,123089.SZ,6,True
2021-06-04,123106.SZ,7,False
2021-06-04,113534.SH,8,False
2021-06-04,123092.SZ,10,True
2021-06-04,123105.SZ,15,True
2021-06-04,110074.SH,16,True
2021-06-04,128066.SZ,36,True
2021-06-11,128015.SZ,1,False
2021-06-11,123102.SZ,3,True
2021-06-11,123085.SZ,5,True
2021-06-11,123087.SZ,6,True
2021-06-11,128085.SZ,7,True
2021-06-11,123089.SZ,9,True
2021-06-11,113534.SH,10,True
2021-06-11,128105.SZ,21,True
2021-06-11,123092.SZ,26,True
2021-06-11,128066.SZ,29,True
2021-06-11,110074.SH,32,True
2021-06-11,123106.SZ,34,True
2021-06-18,113039.SH,1,False
2021-06-18,127027.SZ,2,False
2021-06-18,123069.SZ,3,False
2021-06-18,123087.SZ,4,True
2021-06-18,132014.SH,5,False
2021-06-18,113505.SH,6,False
2021-06-18,123085.SZ,7,True
2021-06-18,128127.SZ,8,False
2021-06-18,128085.SZ,11,True
2021-06-18,128015.SZ,19,True
2021-06-18,123092.SZ,23,True
2021-06-18,123106.SZ,24,True
2021-06-25,132014.SH,1,True
2021-06-25,127027.SZ,2,True
2021-06-25,128013.SZ,3,False
2021-06-25,123106.SZ,4,True
2021-06-25,110033.SH,5,False
2021-06-25,127018.SZ,6,False
2021-06-25,123087.SZ,7,True
2021-06-25,123069.SZ,8,True
2021-06-25,113505.SH,10,True
2021-06-25,113039.SH,17,True
2021-06-25,123085.SZ,22,True
2021-06-25,128127.SZ,26,True
2021-07-02,128087.SZ,1,False
2021-07-02,128013.SZ,2,True
2021-07-02,123087.SZ,3,True
2021-07-02,123106.SZ,4,True
2021-07-02,113033.SH,5,False
2021-07-02,113039.SH,6,True
2021-07-02,127018.SZ,7,True
2021-07-02,132014.SH,14,True
2021-07-02,123069.SZ,22,True
2021-07-02,110033.SH,31,True
2021-07-02,128127.SZ,33,True
2021-07-02,123085.SZ,34,True
2021-07-09,128013.SZ,1,True
2021-07-09,128087.SZ,3,True
2021-07-09,113033.SH,6,True
2021-07-09,132014.SH,8,True
2021-07-09,113039.SH,9,True
2021-07-09,128127.SZ,11,True
2021-07-09,123087.SZ,12,True
2021-07-09,123069.SZ,18,True
2021-07-09,110033.SH,20,True
2021-07-09,127018.SZ,21,True
2021-07-09,123085.SZ,24,True
2021-07-09,123106.SZ,33,True
2021-07-16,127018.SZ,1,True
2021-07-16,132017.SH,2,False
2021-07-16,113610.SH,3,False
2021-07-16,128085.SZ,4,False
2021-07-16,128026.SZ,5,False
2021-07-16,113033.SH,6,True
2021-07-16,127034.SZ,7,False
2021-07-16,123068.SZ,8,False
2021-07-16,128087.SZ,13,True
2021-07-16,123069.SZ,19,True
2021-07-16,132014.SH,26,True
2021-07-16,128013.SZ,30,True
2021-07-23,127018.SZ,1,True
2021-07-23,132017.SH,2,True
2021-07-23,113610.SH,3,True
2021-07-23,113568.SH,4,False
2021-07-23,113033.SH,5,True
2021-07-23,123050.SZ,6,False
2021-07-23,128085.SZ,7,True
2021-07-23,127034.SZ,13,True
2021-07-23,128087.SZ,14,True
2021-07-23,132014.SH,15,True
2021-07-23,123069.SZ,16,True
2021-07-23,123068.SZ,35,True
2021-07-30,128127.SZ,1,False
2021-07-30,113033.SH,2,True
2021-07-30,128085.SZ,3,True
2021-07-30,132017.SH,4,True
2021-07-30,123087.SZ,5,False
2021-07-30,113014.SH,6,False
2021-07-30,123050.SZ,7,True
2021-07-30,123068.SZ,9,True
2021-07-30,113610.SH,13,True
2021-07-30,127018.SZ,16,True
2021-07-30,113568.SH,17,True
2021-07-30,127034.SZ,18,True
2021-08-06,128085.SZ,1,True
2021-08-06,113014.SH,2,True
2021-08-06,113033.SH,3,True
2021-08-06,132017.SH,4,True
2021-08-06,123087.SZ,5,True
2021-08-06,113610.SH,6,True
2021-08-06,123071.SZ,7,False
2021-08-06,127020.SZ,8,False
2021-08-06,123050.SZ,10,True
2021-08-06,128127.SZ,16,True
2021-08-06,127018.SZ,19,True
2021-08-06,123068.SZ,33,True
2021-08-13,113014.SH,1,True
2021-08-13,128085.SZ,2,True
2021-08-13,123087.SZ,3,True
2021-08-13,127020.SZ,4,True
2021-08-13,113033.SH,5,True
2021-08-13,123023.SZ,6,False
2021-08-13,132014.SH,7,False
2021-08-13,123086.SZ,8,False
2021-08-13,123050.SZ,9,True
2021-08-13,113039.SH,10,False
2021-08-13,123085.SZ,11,False
2021-08-13,123071.SZ,14,True
2021-08-20,113048.SH,1,False
2021-08-20,132017.SH,2,False
2021-08-20,123087.SZ,6,True
2021-08-20,113039.SH,7,True
2021-08-20,123085.SZ,9,True
2021-08-20,113033.SH,11,True
2021-08-20,123023.SZ,14,True
2021-08-20,123086.SZ,15,True
2021-08-20,128085.SZ,16,True
2021-08-20,127020.SZ,17,True
2021-08-20,113014.SH,18,True
2021-08-20,123071.SZ,36,True
2021-08-27,128063.SZ,1,False
2021-08-27,128013.SZ,2,False
2021-08-27,113048.SH,3,True
2021-08-27,113591.SH,4,False
2021-08-27,128085.SZ,5,True
2021-08-27,127020.SZ,6,True
2021-08-27,127018.SZ,7,False
2021-08-27,113609.SH,8,False
2021-08-27,113039.SH,9,True
2021-08-27,132014.SH,10,False
2021-08-27,123086.SZ,14,True
2021-08-27,132017.SH,21,True
2021-09-03,127018.SZ,1,True
2021-09-03,128013.SZ,2,True
2021-09-03,128063.SZ,3,True
2021-09-03,113609.SH,4,True
2021-09-03,113591.SH,5,True
2021-09-03,127020.SZ,10,True
2021-09-03,113048.SH,11,True
2021-09-03,113039.SH,15,True
2021-09-03,128085.SZ,16,True
2021-09-03,123086.SZ,18,True
2021-09-03,132014.SH,19,True
2021-09-03,132017.SH,37,True
2021-09-10,128013.SZ,1,True
2021-09-10,123028.SZ,2,False
2021-09-10,127018.SZ,3,True
2021-09-10,113026.SH,4,False
2021-09-10,128063.SZ,5,True
2021-09-10,123068.SZ,6,False
2021-09-10,113591.SH,7,True
2021-09-10,127020.SZ,10,True
2021-09-10,113048.SH,14,True
2021-09-10,128085.SZ,19,True
2021-09-10,113039.SH,24,True
2021-09-10,132017.SH,27,True
2021-09-17,128013.SZ,1,True
2021-09-17,128100.SZ,2,False
2021-09-17,113591.SH,3,True
2021-09-17,110072.SH,4,False
2021-09-17,127018.SZ,5,True
2021-09-17,113600.SH,6,False
2021-09-17,128130.SZ,7,False
2021-09-17,113027.SH,8,False
2021-09-17,128063.SZ,12,True
2021-09-17,113026.SH,13,True
2021-09-17,123028.SZ,17,True
2021-09-17,113039.SH,18,True
2021-09-24,128013.SZ,1,True
2021-09-24,128100.SZ,2,True
2021-09-24,113026.SH,3,True
2021-09-24,113591.SH,4,True
2021-09-24,127018.SZ,5,True
2021-09-24,113600.SH,6,True
2021-09-24,128141.SZ,7,False
2021-09-24,127027.SZ,8,False
2021-09-24,113549.SH,9,False
2021-09-24,128130.SZ,14,True
2021-09-24,110072.SH,18,True
2021-09-24,113039.SH,25,True
2021-09-30,128100.SZ,1,True
2021-09-30,113549.SH,2,True
2021-09-30,128106.SZ,3,False
2021-09-30,127027.SZ,4,True
2021-09-30,113044.SH,5,False
2021-09-30,113600.SH,8,True
2021-09-30,128141.SZ,14,True
2021-09-30,128130.SZ,18,True
2021-09-30,113026.SH,19,True
2021-09-30,113591.SH,22,True
2021-09-30,128013.SZ,23,True
2021-09-30,113039.SH,27,True
2021-10-08,128013.SZ,1,True
2021-10-08,127027.SZ,2,True
2021-10-08,128100.SZ,3,True
2021-10-08,113549.SH,4,True
2021-10-08,128106.SZ,5,True
2021-10-08,113600.SH,8,True
2021-10-08,113026.SH,9,True
2021-10-08,113591.SH,13,True
2021-10-08,128130.SZ,14,True
2021-10-08,128141.SZ,20,True
2021-10-08,113039.SH,21,True
2021-10-08,113044.SH,27,True
2021-10-15,128013.SZ,1,True
2021-10-15,113033.SH,2,False
2021-10-15,128066.SZ,3,False
2021-10-15,128106.SZ,4,True
2021-10-15,113591.SH,5,True
2021-10-15,113600.SH,6,True
2021-10-15,113044.SH,7,True
2021-10-15,113610.SH,8,False
2021-10-15,113549.SH,9,True
2021-10-15,132018.SH,10,False
2021-10-15,127042.SZ,11,False
2021-10-15,110080.SH,12,False
2021-10-22,110080.SH,1,True
2021-10-22,113044.SH,2,True
2021-10-22,113591.SH,3,True
2021-10-22,128100.SZ,4,False
2021-10-22,132020.SH,5,False
2021-10-22,132018.SH,6,True
2021-10-22,113033.SH,7,True
2021-10-22,127042.SZ,8,True
2021-10-22,113600.SH,9,True
2021-10-22,128106.SZ,10,True
2021-10-22,127028.SZ,11,False
2021-10-22,128013.SZ,24,True
2021-10-29,113591.SH,1,True
2021-10-29,113044.SH,2,True
2021-10-29,127042.SZ,3,True
2021-10-29,113600.SH,4,True
2021-10-29,113601.SH,5,False
2021-10-29,128100.SZ,6,True
2021-10-29,127028.SZ,7,True
2021-10-29,118002.SH,8,False
2021-10-29,128057.SZ,9,False
2021-10-29,132020.SH,14,True
2021-10-29,113033.SH,17,True
2021-10-29,132018.SH,22,True
2021-11-05,110051.SH,1,False
2021-11-05,123081.SZ,2,False
2021-11-05,113591.SH,3,True
2021-11-05,128145.SZ,4,False
2021-11-05,111000.SH,5,False
2021-11-05,128081.SZ,6,False
2021-11-05,113044.SH,12,True
2021-11-05,128100.SZ,15,True
2021-11-05,127028.SZ,16,True
2021-11-05,113601.SH,17,True
2021-11-05,113033.SH,19,True
2021-11-05,118002.SH,23,True
2021-11-12,128100.SZ,1,True
2021-11-12,113505.SH,2,False
2021-11-12,110051.SH,3,True
2021-11-12,123081.SZ,4,True
2021-11-12,123087.SZ,5,False
2021-11-12,113541.SH,6,False
2021-11-12,128145.SZ,10,True
2021-11-12,113601.SH,11,True
2021-11-12,111000.SH,13,True
2021-11-12,128081.SZ,23,True
2021-11-12,127028.SZ,30,True
2021-11-12,118002.SH,37,True
2021-11-19,128013.SZ,1,False
2021-11-19,113505.SH,2,True
2021-11-19,110058.SH,3,False
2021-11-19,111000.SH,4,True
2021-11-19,128081.SZ,8,True
2021-11-19,128100.SZ,11,True
2021-11-19,113541.SH,19,True
2021-11-19,118002.SH,21,True
2021-11-19,123087.SZ,22,True
2021-11-19,127028.SZ,26,True
2021-11-19,128145.SZ,28,True
2021-11-19,113601.SH,30,True
2021-11-26,128100.SZ,1,True
2021-11-26,128013.SZ,2,True
2021-11-26,128066.SZ,3,False
2021-11-26,127003.SZ,4,False
2021-11-26,110058.SH,5,True
2021-11-26,113609.SH,6,False
2021-11-26,113607.SH,7,False
2021-11-26,128081.SZ,9,True
2021-11-26,113541.SH,12,True
2021-11-26,123087.SZ,20,True
2021-11-26,111000.SH,22,True
2021-11-26,113601.SH,32,True
